"","name","longitude","latitude","prov","date","key"
"949","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169132041"
"950","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491158"
"951","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-06-03,"4169061262"
"952","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-06-05,"2629314704"
"953","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-06-03,"1421491129"
"954","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-07-09,"4168984113"
"955","Argia pulla Hagen, 1865",-96.29778,15.74944,"gbif",2005-07-07,"1421491172"
"956","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-07-06,"2629313756"
"957","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-07-09,"4168962533"
"958","Argia pulla Hagen, 1865",-96.298,15.74956,"gbif",2005-07-07,"4168965482"
"959","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-07-09,"4168962536"
"960","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-07-09,"4169160565"
"961","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-07-12,"2629306447"
"962","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-07-09,"1421486962"
"963","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-07-10,"4169092336"
"964","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-07-10,"1421483870"
"965","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-07-09,"4169160566"
"966","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-07-06,"2629321365"
"967","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-07-09,"4168965479"
"968","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-07-12,"2629321351"
"969","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-07-09,"1421487020"
"970","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-07-09,"1421487012"
"971","Argia pulla Hagen, 1865",-103.024267,19.008733,"gbif",2005-07-04,"2629306354"
"972","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-07-10,"4169160573"
"973","Argia pulla Hagen, 1865",-96.2978,15.7494,"gbif",2005-07-07,"4168917354"
"974","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-07-09,"4169061279"
"975","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-07-09,"1421487091"
"976","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-07-09,"4169132055"
"977","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-07-10,"2629312148"
"978","Argia pulla Hagen, 1865",-103.373217,18.756167,"gbif",2005-07-09,"2629308863"
"979","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-07-09,"4169059944"
"980","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-07-09,"1421487099"
"981","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-07-09,"4169061280"
"982","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-08-22,"2629312386"
"983","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-08-20,"2629309579"
"984","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-08-17,"2629313533"
"985","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-08-17,"2629308289"
"986","Argia pulla Hagen, 1865",-103.024267,19.008733,"gbif",2005-08-15,"2629315896"
"987","Argia pulla Hagen, 1865",-96.16778,15.80594,"gbif",2005-09-03,"4169117525"
"988","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-09-01,"4169160576"
"989","Argia pulla Hagen, 1865",-96.2086,15.7794,"gbif",2005-09-05,"4169075309"
"990","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-09-01,"1421483883"
"991","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-09-01,"4168917371"
"992","Argia pulla Hagen, 1865",-96.16778,15.80583,"gbif",2005-09-03,"1421491943"
"993","Argia pulla Hagen, 1865",-96.20861,15.77944,"gbif",2005-09-05,"1421487050"
"994","Argia pulla Hagen, 1865",-96.16778,15.80583,"gbif",2005-09-03,"1421491984"
"995","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-09-01,"1421484118"
"996","Argia pulla Hagen, 1865",-96.1678,15.8058,"gbif",2005-09-03,"4168984140"
"997","Argia pulla Hagen, 1865",-96.1678,15.8058,"gbif",2005-09-03,"4168917372"
"998","Argia pulla Hagen, 1865",-96.20864,15.77947,"gbif",2005-09-05,"4168957504"
"999","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-09-01,"4169059965"
"1000","Argia pulla Hagen, 1865",-103.676683,18.673383,"gbif",2005-09-28,"2629312498"
"1001","Argia pulla Hagen, 1865",-103.222983,18.746867,"gbif",2005-10-01,"2629321766"
"1002","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-10-03,"2629316798"
"1003","Argia pulla Hagen, 1865",-102.463111,19.103444,"gbif",2005-10-03,"2629309723"
"1004","Argia pulla Hagen, 1865",-96.17589,15.81628,"gbif",2005-10-03,"4168962538"
"1005","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-10-03,"1421484002"
"1006","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-10-03,"4169092347"
"1007","Argia pulla Hagen, 1865",-96.17583,15.81611,"gbif",2005-10-03,"1421484126"
"1008","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-10-03,"4168984133"
"1009","Argia pulla Hagen, 1865",-96.1758,15.8161,"gbif",2005-11-05,"4169075323"
"1010","Argia pulla Hagen, 1865",-96.2344,15.7725,"gbif",2005-11-04,"4169059982"
"1011","Argia pulla Hagen, 1865",-96.23467,15.77269,"gbif",2005-11-04,"4168898583"
"1012","Argia pulla Hagen, 1865",-96.2231,15.8378,"gbif",2005-11-04,"4169059983"
"1013","Argia pulla Hagen, 1865",-96.2344,15.7725,"gbif",2005-11-04,"4168984151"
"1014","Argia pulla Hagen, 1865",-96.2231,15.8378,"gbif",2005-11-04,"4169092366"
"1015","Argia pulla Hagen, 1865",-96.22308,15.83778,"gbif",2005-11-04,"4168892499"
"1016","Argia pulla Hagen, 1865",-96.2344,15.7725,"gbif",2005-11-04,"4169075322"
